1,204619e+002;2,050134e+000
1,214262e+002;2,021247e+000
1,223904e+002;1,993873e+000
1,233547e+002;1,968307e+000
1,243189e+002;1,944728e+000
1,252832e+002;1,923200e+000
1,262474e+002;1,903610e+000
1,272117e+002;1,885573e+000
1,281759e+002;1,868402e+000
1,291402e+002;1,851213e+000
1,301044e+002;1,833188e+000
1,310686e+002;1,813877e+000
1,320329e+002;1,793411e+000
1,329971e+002;1,772492e+000
1,339614e+002;1,752118e+000
1,349256e+002;1,733148e+000
1,358899e+002;1,715899e+000
1,368541e+002;1,699960e+000
1,378184e+002;1,684355e+000
1,387826e+002;1,667979e+000
1,397469e+002;1,650121e+000
1,407111e+002;1,630825e+000
1,416754e+002;1,610910e+000
1,426396e+002;1,591635e+000
1,436039e+002;1,574158e+000
1,445681e+002;1,559044e+000
1,455324e+002;1,546072e+000
1,464966e+002;1,534402e+000
1,474609e+002;1,523028e+000
1,484251e+002;1,511281e+000
1,493894e+002;1,499134e+000
1,503536e+002;1,487178e+000
1,513179e+002;1,476304e+000
1,522821e+002;1,467253e+000
1,532464e+002;1,460280e+000
1,542106e+002;1,455091e+000
1,551749e+002;1,451062e+000
1,561391e+002;1,447621e+000
1,571034e+002;1,444588e+000
1,580676e+002;1,442283e+000
1,590319e+002;1,441373e+000
1,599961e+002;1,442527e+000
1,609604e+002;1,446064e+000
1,619246e+002;1,451759e+000
1,628889e+002;1,458893e+000
1,638531e+002;1,466483e+000
1,648174e+002;1,473589e+000
1,657816e+002;1,479519e+000
1,667458e+002;1,483870e+000
1,677101e+002;1,486418e+000
1,686743e+002;1,486951e+000
1,696386e+002;1,485173e+000
1,706028e+002;1,480728e+000
1,715671e+002;1,473354e+000
1,725313e+002;1,463066e+000
1,734956e+002;1,450264e+000
1,744598e+002;1,435710e+000
1,754241e+002;1,420368e+000
1,763883e+002;1,405179e+000
1,773526e+002;1,390855e+000
1,783168e+002;1,377758e+000
1,792811e+002;1,365893e+000
1,802453e+002;1,354979e+000
1,812096e+002;1,344559e+000
1,821738e+002;1,334103e+000
1,831381e+002;1,323086e+000
1,841023e+002;1,311070e+000
1,850666e+002;1,297780e+000
1,860308e+002;1,283184e+000
1,869951e+002;1,267547e+000
1,879593e+002;1,251422e+000
1,889236e+002;1,235551e+000
1,898878e+002;1,220688e+000
1,908521e+002;1,207412e+000
1,918163e+002;1,195989e+000
1,927806e+002;1,186351e+000
1,937448e+002;1,178157e+000
1,947091e+002;1,170897e+000
1,956733e+002;1,163995e+000
1,966376e+002;1,156883e+000
1,976018e+002;1,149030e+000
1,985661e+002;1,139960e+000
1,995303e+002;1,129274e+000
2,004946e+002;1,116727e+000
2,014588e+002;1,102331e+000
