1.199805e+002,1.061628e+000
1.204626e+002,1.053195e+000
1.209447e+002,1.044048e+000
1.214268e+002,1.035193e+000
1.219090e+002,1.027139e+000
1.223911e+002,1.019877e+000
1.228732e+002,1.013091e+000
1.233553e+002,1.006472e+000
1.238375e+002,9.999201e-001
1.243196e+002,9.935378e-001
1.248017e+002,9.874206e-001
1.252838e+002,9.814105e-001
1.257660e+002,9.749988e-001
1.262481e+002,9.674945e-001
1.267302e+002,9.584098e-001
1.272123e+002,9.478762e-001
1.276945e+002,9.368553e-001
1.281766e+002,9.269860e-001
1.286587e+002,9.200746e-001
1.291408e+002,9.174141e-001
1.296230e+002,9.192174e-001
1.301051e+002,9.244168e-001
1.305872e+002,9.309384e-001
1.310693e+002,9.363552e-001
1.315515e+002,9.386599e-001
1.320336e+002,9.368535e-001
1.325157e+002,9.311382e-001
1.329978e+002,9.226739e-001
1.334799e+002,9.130433e-001
1.339621e+002,9.036644e-001
1.344442e+002,8.953812e-001
1.349263e+002,8.883513e-001
1.354084e+002,8.822120e-001
1.358906e+002,8.764018e-001
1.363727e+002,8.704884e-001
1.368548e+002,8.643841e-001
1.373369e+002,8.583896e-001
1.378191e+002,8.530707e-001
1.383012e+002,8.490289e-001
1.387833e+002,8.466665e-001
1.392654e+002,8.460467e-001
1.397476e+002,8.468840e-001
1.402297e+002,8.486243e-001
1.407118e+002,8.505461e-001
1.411939e+002,8.518611e-001
1.416761e+002,8.518384e-001
1.421582e+002,8.499597e-001
1.426403e+002,8.460584e-001
1.431224e+002,8.403637e-001
1.436046e+002,8.334158e-001
1.440867e+002,8.258829e-001
1.445688e+002,8.183466e-001
1.450509e+002,8.111393e-001
1.455331e+002,8.042938e-001
1.460152e+002,7.976358e-001
1.464973e+002,7.909786e-001
1.469794e+002,7.843217e-001
1.474615e+002,7.779430e-001
1.479437e+002,7.723348e-001
1.484258e+002,7.680146e-001
1.489079e+002,7.652927e-001
1.493900e+002,7.640992e-001
1.498722e+002,7.639567e-001
1.503543e+002,7.641343e-001
1.508364e+002,7.639261e-001
1.513185e+002,7.629237e-001
1.518007e+002,7.611560e-001
1.522828e+002,7.590318e-001
1.527649e+002,7.571200e-001
1.532470e+002,7.558597e-001
1.537292e+002,7.553180e-001
1.542113e+002,7.550955e-001
1.546934e+002,7.544287e-001
1.551755e+002,7.524580e-001
1.556577e+002,7.485657e-001
1.561398e+002,7.426500e-001
1.566219e+002,7.352352e-001
1.571040e+002,7.273808e-001
1.575862e+002,7.204230e-001
1.580683e+002,7.156384e-001
1.585504e+002,7.139280e-001
1.590325e+002,7.156058e-001
1.595147e+002,7.203391e-001
1.599968e+002,7.272604e-001
1.604789e+002,7.352300e-001
1.609610e+002,7.431756e-001
1.614432e+002,7.503957e-001
1.619253e+002,7.567182e-001
1.624074e+002,7.624699e-001
1.628895e+002,7.682831e-001
1.633717e+002,7.748194e-001
1.638538e+002,7.824917e-001
1.643359e+002,7.912624e-001
1.648180e+002,8.005893e-001
1.653002e+002,8.095636e-001
1.657823e+002,8.172138e-001
1.662644e+002,8.228573e-001
1.667465e+002,8.263417e-001
1.672287e+002,8.280747e-001
1.677108e+002,8.288410e-001
1.681929e+002,8.294948e-001
1.686750e+002,8.306425e-001
1.691572e+002,8.324202e-001
1.696393e+002,8.344390e-001
1.701214e+002,8.359194e-001
1.706035e+002,8.359643e-001
1.710856e+002,8.338557e-001
1.715678e+002,8.292621e-001
1.720499e+002,8.222983e-001
1.725320e+002,8.134562e-001
1.730141e+002,8.034671e-001
1.734963e+002,7.931515e-001
1.739784e+002,7.832944e-001
1.744605e+002,7.745609e-001
1.749426e+002,7.674454e-001
1.754248e+002,7.622361e-001
1.759069e+002,7.589853e-001
1.763890e+002,7.574874e-001
1.768711e+002,7.572844e-001
1.773533e+002,7.577204e-001
1.778354e+002,7.580615e-001
1.783175e+002,7.576705e-001
1.787996e+002,7.561793e-001
1.792818e+002,7.535710e-001
1.797639e+002,7.501152e-001
1.802460e+002,7.461806e-001
1.807281e+002,7.420257e-001
1.812103e+002,7.376715e-001
1.816924e+002,7.329117e-001
1.821745e+002,7.274501e-001
1.826566e+002,7.211097e-001
1.831387e+002,7.140275e-001
1.836209e+002,7.067401e-001
1.841030e+002,7.000961e-001
1.845851e+002,6.949998e-001
1.850672e+002,6.920785e-001
1.855494e+002,6.914047e-001
1.860315e+002,6.923924e-001
1.865136e+002,6.939226e-001
1.869957e+002,6.946610e-001
1.874779e+002,6.934581e-001
1.879600e+002,6.896796e-001
1.884421e+002,6.833525e-001
1.889242e+002,6.750900e-001
1.894064e+002,6.658457e-001
1.898885e+002,6.566069e-001
1.903706e+002,6.481393e-001
1.908527e+002,6.408655e-001
1.913349e+002,6.348972e-001
1.918170e+002,6.301775e-001
1.922991e+002,6.266444e-001
1.927812e+002,6.243290e-001
1.932634e+002,6.233419e-001
1.937455e+002,6.237675e-001
1.942276e+002,6.255354e-001
1.947097e+002,6.283448e-001
1.951918e+002,6.316943e-001
1.956740e+002,6.350079e-001
1.961561e+002,6.378052e-001
1.966382e+002,6.398374e-001
1.971203e+002,6.411277e-001
1.976025e+002,6.418957e-001
1.980846e+002,6.424033e-001
1.985667e+002,6.427892e-001
1.990488e+002,6.429691e-001
1.995310e+002,6.426479e-001
2.000131e+002,6.414374e-001
2.004952e+002,6.390335e-001
2.009773e+002,6.353720e-001
2.014595e+002,6.306974e-001
2.019416e+002,6.255112e-001
2.024237e+002,6.204153e-001
2.029058e+002,6.159086e-001
2.033880e+002,6.122055e-001
2.038701e+002,6.091422e-001
2.043522e+002,6.062035e-001
2.048343e+002,6.026676e-001
2.053165e+002,5.978261e-001
2.057986e+002,5.912107e-001
2.062807e+002,5.827575e-001
2.067628e+002,5.728534e-001
2.072450e+002,5.622420e-001
2.077271e+002,5.518113e-001
2.082092e+002,5.423434e-001
2.086913e+002,5.343261e-001
2.091735e+002,5.279006e-001
2.096556e+002,5.229385e-001
2.101377e+002,5.191900e-001
2.106198e+002,5.164259e-001
2.111020e+002,5.145135e-001
2.115841e+002,5.133789e-001
2.120662e+002,5.128596e-001
2.125483e+002,5.125281e-001
2.130305e+002,5.116191e-001
2.135126e+002,5.091515e-001
2.139947e+002,5.042194e-001
2.144768e+002,4.963346e-001
2.149590e+002,4.856834e-001
2.154411e+002,4.731928e-001
2.159232e+002,4.603586e-001
2.164053e+002,4.488613e-001
2.168875e+002,4.400829e-001
2.173696e+002,4.347051e-001
2.178517e+002,4.325460e-001
2.183338e+002,4.326939e-001
2.188159e+002,4.338627e-001
2.192981e+002,4.348129e-001
2.197802e+002,4.346806e-001
2.202623e+002,4.331160e-001
2.207444e+002,4.302310e-001
2.212266e+002,4.264364e-001
2.217087e+002,4.222793e-001
2.221908e+002,4.183552e-001
2.226729e+002,4.152920e-001
2.231551e+002,4.137430e-001
2.236372e+002,4.143086e-001
2.241193e+002,4.173583e-001
2.246014e+002,4.227981e-001
2.250836e+002,4.298951e-001
2.255657e+002,4.372805e-001
2.260478e+002,4.431933e-001
2.265299e+002,4.459285e-001
2.270121e+002,4.443564e-001
2.274942e+002,4.383323e-001
2.279763e+002,4.288413e-001
2.284584e+002,4.177999e-001
2.289406e+002,4.075369e-001
2.294227e+002,4.000877e-001
2.299048e+002,3.965482e-001
2.303869e+002,3.967762e-001
2.308690e+002,3.995841e-001
2.313512e+002,4.032913e-001
2.318333e+002,4.063385e-001
2.323154e+002,4.077172e-001
2.327975e+002,4.071154e-001
2.332797e+002,4.048073e-001
2.337618e+002,4.013973e-001
2.342439e+002,3.975614e-001
2.347260e+002,3.938776e-001
2.352082e+002,3.907292e-001
2.356903e+002,3.882191e-001
2.361724e+002,3.861023e-001
2.366545e+002,3.838290e-001
2.371367e+002,3.807563e-001
2.376188e+002,3.764392e-001
